id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_path
15722,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Nike Men Lunarswift+ 3 Shield Grey Sports Shoes,images/15722.jpg
35325,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,images/35325.jpg
22392,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,ADIDAS Women Whalf Striper White Top,images/22392.jpg
51660,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Watch AM4384,images/51660.jpg
17075,Women,Accessories,Belts,Belts,Navy Blue,Winter,2015.0,Casual,Lino Perros Women Weaved  Navy Blue Belt,images/17075.jpg
6422,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Lotto Unisex Canvas Black Grey Shoe,images/6422.jpg
18801,Men,Accessories,Belts,Belts,Brown,Summer,2011.0,Casual,Peter England Men Casual Brown Belt,images/18801.jpg
12507,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men Casual Black Casual Shoes,images/12507.jpg
31785,Women,Apparel,Topwear,Tops,Navy Blue,Summer,2012.0,Casual,Lee Women Katie Navy Blue Top,images/31785.jpg
3150,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010.0,Sports,Nike Men's Lunarswift Black Shoe,images/3150.jpg
42879,Women,Accessories,Bags,Clutches,Black,Summer,2012.0,Casual,French Connection Women Black Buffy Clutch,images/42879.jpg
51452,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Tonga Women White & Pink Top,images/51452.jpg
23072,Men,Apparel,Bottomwear,Trousers,Navy Blue,Winter,2014.0,Formal,Arrow Men Navy Blue Solid Trousers,images/23072.jpg
42045,Men,Footwear,Shoes,Casual Shoes,Yellow,Summer,2012.0,Casual,Nike Men Wardour Chukka Yellow Casual Shoes,images/42045.jpg
12735,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Sports,Nike Unisex U Black Caps,images/12735.jpg
43197,Women,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Fastrack Women Grey Dial Watch,images/43197.jpg
24257,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012.0,Casual,Numero Uno Men Navy Blue Casual Shoes,images/24257.jpg
56677,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Dial Watch,images/56677.jpg
32332,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Q&Q Men Steel Digital Watch,images/32332.jpg
37640,Women,Accessories,Bags,Clutches,Red,Summer,2012.0,Casual,Wills Lifestyle Women Red Clutch,images/37640.jpg
4147,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Women Glide White Grey Shoe,images/4147.jpg
36792,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Black Dial Attivo Watch,images/36792.jpg
45260,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,CASIO G-Shock Men Black Digital Watch DW-5600E-1VDF G001,images/45260.jpg
15510,Men,Footwear,Shoes,Casual Shoes,Charcoal,Fall,2011.0,Casual,Rockport Men CV Toe HI Charcoal Casual Shoes,images/15510.jpg
21725,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Navy Blue Sweatshirt,images/21725.jpg
16368,Men,Apparel,Bottomwear,Trousers,Charcoal,Fall,2011.0,Formal,Peter England Men Stripes Charcoal Trouser,images/16368.jpg
42884,Women,Accessories,Bags,Clutches,Beige,Summer,2012.0,Casual,French Connection Women Beige Clutch,images/42884.jpg
19320,Unisex,Accessories,Bags,Backpacks,Pink,Fall,2011.0,Casual,Nike Unisex Classic Turf Pink Backpack,images/19320.jpg
5854,Women,Accessories,Bags,Handbags,Pink,Summer,2011.0,Casual,ADIDAS Women Pink Handbag,images/5854.jpg
11971,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Fila Men Glow White Sports Shoes,images/11971.jpg
24098,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Red Tape Men Black Sandals,images/24098.jpg
28655,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men Zoom Structure White Sports Shoes,images/28655.jpg
9497,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Decathlon Men Arpenaz Black Sandals,images/9497.jpg
16966,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Reebok Men Sprintfit Lite Black Sports Shoe,images/16966.jpg
49662,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Women Sunglass,images/49662.jpg
20860,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Women Casual Sunglasses,images/20860.jpg
32599,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,ONLY Women Black Top,images/32599.jpg
58146,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,Puma Unisex Black Backpack,images/58146.jpg
41857,Men,Footwear,Sandal,Sandals,Olive,Summer,2012.0,Casual,Bata Men Hummer Grey Sandals,images/41857.jpg
36139,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men The Overplay VII Black Sports Shoes,images/36139.jpg
19576,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,United Colors of Benetton Women White Top,images/19576.jpg
8121,Men,Accessories,Belts,Belts,Brown,Winter,2016.0,Casual,Fastrack Men Brown Belt,images/8121.jpg
6887,Women,Apparel,Topwear,Jackets,Blue,Summer,2011.0,Casual,Forever New Women Indigo Wash Blue Jacket,images/6887.jpg
31912,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Fabindia Women Green Sling Bag,images/31912.jpg
49808,Women,Footwear,Flip Flops,Flip Flops,Blue,Winter,2012.0,Casual,iPanema Women Blue Flip Flops,images/49808.jpg
22539,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Inc.5  Women Grey Flats,images/22539.jpg
8313,Women,Accessories,Bags,Handbags,Black,Winter,2016.0,Casual,Fastrack Women Nylon Black Handbag,images/8313.jpg
19744,Men,Apparel,Topwear,Jackets,Green,Fall,2011.0,Casual,ADIDAS Originals Men Solid Green Jacket,images/19744.jpg
11529,Men,Apparel,Topwear,Sweaters,Grey,Fall,2011.0,Casual,United Colors Of Benetton Men Heavy Winter Grey Sweaters,images/11529.jpg
24408,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Men Black Vanquish Sports Shoes,images/24408.jpg
20894,Men,Footwear,Shoes,Casual Shoes,Red,Fall,2011.0,Casual,Basics Men Red Casual Shoes,images/20894.jpg
21946,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Casual Black Handbag,images/21946.jpg
40971,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2012.0,Casual,Buckaroo Men Brown Casual Shoes,images/40971.jpg
12956,Men,Footwear,Shoes,Sports Shoes,Blue,Fall,2011.0,Sports,ADIDAS Men Sports Blue Sports Shoes,images/12956.jpg
29317,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2012.0,Casual,ADIDAS Unisex Blue Backpack,images/29317.jpg
47368,Women,Accessories,Bags,Handbags,Brown,Summer,2015.0,Casual,Baggit Brown Handbag,images/47368.jpg
9007,Women,Accessories,Bags,Handbags,Silver,Winter,2015.0,Casual,Murcia Women Silver Black Purse Silver Handbags,images/9007.jpg
6873,Women,Apparel,Dress,Dresses,Black,Summer,2011.0,Casual,Forever New Women's Top Black Dress,images/6873.jpg
29125,Women,Accessories,Eyewear,Sunglasses,White,Winter,2016.0,Casual,Vogue Women White Sunglasses,images/29125.jpg
48112,Women,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Fossil Women Brown Belt,images/48112.jpg
15941,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Casual,Turtle Men Leather Black Belts,images/15941.jpg
21348,Men,Accessories,Eyewear,Sunglasses,Silver,Winter,2016.0,Casual,Pal Zileri Men Casual Metal Frame Sunglasses,images/21348.jpg
6619,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Men's Boris White Shoe,images/6619.jpg
42870,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,French Connection Women Purple Handbag,images/42870.jpg
18206,Men,Accessories,Headwear,Caps,Black,Fall,2011.0,Casual,Manchester United Men Solid Black Cap,images/18206.jpg
54129,Women,Footwear,Shoes,Heels,Beige,Winter,2012.0,Casual,Rocia Women Beige Flats,images/54129.jpg
23847,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Men White Duramo 3 Sports Shoes,images/23847.jpg
11985,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Fila Men Glow Black Sports Shoes,images/11985.jpg
15519,Men,Footwear,Flip Flops,Flip Flops,Brown,Fall,2011.0,Casual,Rockport Men Jelba Brown Flip Flops,images/15519.jpg
10259,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,John Miller Men Reglur Black Trousers,images/10259.jpg
53902,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Kiara Women Brown Handbag,images/53902.jpg
59404,Women,Apparel,Topwear,Tops,Blue,Fall,2012.0,Casual,Tokyo Talkies Women Blue Top,images/59404.jpg
44189,Women,Footwear,Flip Flops,Flip Flops,Pink,Winter,2012.0,Casual,iPanema Women Pink Flip Flops,images/44189.jpg
24850,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Formal,Indigo Nation Men Formal Brown Belts,images/24850.jpg
18808,Men,Accessories,Belts,Belts,Navy Blue,Summer,2011.0,Casual,Peter England Men Casual Navy Blue Belt,images/18808.jpg
51669,Men,Accessories,Eyewear,Sunglasses,Silver,Winter,2016.0,Casual,Louis Philippe Men Grey Sunglasses,images/51669.jpg
3965,Women,Apparel,Topwear,Tops,White,Summer,2011.0,Casual,Jealous 21 Women White Sleeveless Top,images/3965.jpg
17840,Men,Footwear,Shoes,Sports Shoes,Red,Fall,2011.0,Sports,Nike Men Air Quick Handle Red Sports Shoe,images/17840.jpg
18034,Women,Accessories,Bags,Handbags,Beige,Winter,2015.0,Casual,Lino Perros Women Solid Beige Handbag,images/18034.jpg
16992,Women,Accessories,Belts,Belts,Black,Summer,2011.0,Casual,Puma Women Dizzy  Black Belt,images/16992.jpg
3159,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Nike Men's Air Max Moto White Blue Shoe,images/3159.jpg
33646,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Lotto Men Ridge Black Sandals,images/33646.jpg
57303,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Rocia Women Brown Wedges,images/57303.jpg
11516,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Lifestyle Black Heels,images/11516.jpg
44714,Men,Footwear,Flip Flops,Flip Flops,Maroon,Summer,2012.0,Casual,Lotto Men Maroon Juve Flip Flop,images/44714.jpg
49837,Women,Footwear,Flip Flops,Flip Flops,Blue,Winter,2012.0,Casual,iPanema Women Blue Flip Flops,images/49837.jpg
16733,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,Lotto Men Earth Black Slipper,images/16733.jpg
7364,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men's Brown casual Shoe,images/7364.jpg
34463,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,ADIDAS Unisex Black Backpack,images/34463.jpg
31111,Boys,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Gini and Jony Boys Solid Black Jeans,images/31111.jpg
12393,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Formal,Reid & Taylor Men Solid Black Socks,images/12393.jpg
13241,Men,Apparel,Topwear,Jackets,White,Fall,2011.0,Casual,Palm Tree Kids Boys Solid White Jackets,images/13241.jpg
43531,Women,Apparel,Topwear,Tops,Off White,Summer,2012.0,Casual,French Connection Women Off White Top,images/43531.jpg
46271,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,109F Blue A-Line Dress,images/46271.jpg
35783,Women,Footwear,Shoes,Heels,Turquoise Blue,Summer,2012.0,Casual,Enroute Women Turquoise Blue Flats,images/35783.jpg
22734,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Nike Women Grey Lunarglide +3 Sports Shoes,images/22734.jpg
8922,Men,Accessories,Belts,Belts,White,Fall,2011.0,Casual,Puma Men Cat  White Belt,images/8922.jpg
34651,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2012.0,Sports,Fila Women Top Fuel Black Sports Shoes,images/34651.jpg
19549,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,United Colors of Benetton Men Solid Grey Sweatshirt,images/19549.jpg
49239,Men,Accessories,Headwear,Caps,White,Fall,2012.0,Casual,Arrow Men White Cap,images/49239.jpg
13073,Men,Footwear,Shoes,Casual Shoes,White,Fall,2012.0,Casual,Numero Uno Men White Shoes,images/13073.jpg
57131,Women,Apparel,Topwear,Tops,Teal,Summer,2012.0,Casual,Elle Women Teal Top,images/57131.jpg
33474,Women,Accessories,Belts,Belts,Blue,Summer,2012.0,Casual,Baggit Women Chotu Dum Blue Belt,images/33474.jpg
59897,Women,Apparel,Dress,Dresses,Yellow,Fall,2012.0,Casual,Femella Women Yellow Dress,images/59897.jpg
5601,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2011.0,Casual,Nike Men's Splash Thong Yellow Black Flip Flop,images/5601.jpg
58179,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Rocky S Women Blue Handbag,images/58179.jpg
39972,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2013.0,Casual,GAS Men Grey Campus Casual Shoes,images/39972.jpg
15384,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2013.0,Casual,Filac Men Hawai Black Slippers,images/15384.jpg
41868,Men,Footwear,Sandal,Sandals,Turquoise Blue,Summer,2015.0,Casual,Estd. 1977 Men Turquoise Blue Sandals,images/41868.jpg
46615,Women,Footwear,Shoes,Heels,Red,Winter,2012.0,Casual,Catwalk Women Red Flats,images/46615.jpg
16165,Men,Footwear,Shoes,Casual Shoes,Tan,Fall,2011.0,Casual,Enroute Men Leather Brown Casual Shoes,images/16165.jpg
27622,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Casual,Scullers Men Grey Trousers,images/27622.jpg
16959,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Image Women Classic Eyewear Brown Sunglasses,images/16959.jpg
11340,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Blue Chicago Fit Jeans,images/11340.jpg
25175,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Lino Perros Women Red and Grey Handbag,images/25175.jpg
10292,Women,Footwear,Shoes,Heels,Brown,Summer,2015.0,Casual,Clarks Women Brown Leather Heels,images/10292.jpg
25949,Women,Accessories,Scarves,Scarves,Brown,Summer,2012.0,Casual,Femella Women Printed Brown Scarf,images/25949.jpg
11172,Men,Apparel,Topwear,Sweaters,Red,Fall,2011.0,Casual,Scullers Men Stripes Red Sweaters,images/11172.jpg
39718,Women,Apparel,Topwear,Tops,Beige,Summer,2012.0,Casual,Arrow Woman Beige Top,images/39718.jpg
24295,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Quiksilver Men Black Socks,images/24295.jpg
36750,Girls,Apparel,Dress,Dresses,Navy Blue,Summer,2012.0,Casual,Little Miss Girls Chatterbox Navy Blue Dress,images/36750.jpg
37682,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,American Tourister Unisex Black Backpack,images/37682.jpg
34007,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pink Top,images/34007.jpg
22162,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Timberland Men Black Casual Shoes,images/22162.jpg
7700,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Jealous 21 Women's All Girls Dying Jealousy Pink Top,images/7700.jpg
42087,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men White Aztek Shoes,images/42087.jpg
17043,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,Gas Men Skate 003 Casual Shoe,images/17043.jpg
50784,Women,Footwear,Shoes,Heels,Cream,Fall,2013.0,Casual,Clarks Women Cream Coloured Onslow Beat Leather Wedges,images/50784.jpg
2888,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Wedding Heeled Bronze Heels,images/2888.jpg
6414,Men,Footwear,Flip Flops,Flip Flops,Grey,Summer,2011.0,Casual,Lotto Men's Thong Blue White Flip Flop,images/6414.jpg
18837,Men,Accessories,Belts,Belts,Brown,Summer,2011.0,Formal,Peter England Men Formal Brown Belt,images/18837.jpg
35313,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,images/35313.jpg
30661,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Park Avenue Men Black Sunglasses,images/30661.jpg
26704,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Men White T-Lite 9 SL Shoes,images/26704.jpg
12531,Women,Apparel,Topwear,Sweatshirts,Pink,Fall,2011.0,Casual,Puma Women Solid Pink Sweatshirts,images/12531.jpg
42241,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Sepia Women Purple Top,images/42241.jpg
25181,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Leatherite Brown Handbag,images/25181.jpg
10266,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Clarks Men Goto Hi Cola Suede Brown Shoes,images/10266.jpg
15714,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Nike Men Free Run+ 2 Black Sports Shoes,images/15714.jpg
21521,Women,Accessories,Bags,Handbags,Pink,Winter,2015.0,Casual,Kiara Women Rose Pink Handbag,images/21521.jpg
4343,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2011.0,Casual,Fila Men Leonard Red Shoes,images/4343.jpg
53101,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Casual,Fabindia Silver Drop Earrings,images/53101.jpg
15526,Women,Footwear,Shoes,Heels,Brown,Fall,2011.0,Casual,Rockport Women Jeanie Oneband Brown Flats,images/15526.jpg
37676,Unisex,Accessories,Bags,Backpacks,Black,Winter,2012.0,Casual,American Tourister Unisex Black Backpack,images/37676.jpg
47501,Unisex,Footwear,Shoes,Casual Shoes,Red,Fall,2012.0,Casual,Footfun Kids Unisex Red Shoes,images/47501.jpg
23044,Women,Apparel,Bottomwear,Leggings,Brown,Fall,2011.0,Casual,Arrow Woman Brown Jeggings,images/23044.jpg
22196,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Timberland Men Black Casual Shoes,images/22196.jpg
51464,Women,Apparel,Topwear,Tops,Olive,Summer,2012.0,Casual,Tonga Women Olive Top,images/51464.jpg
54116,Women,Footwear,Shoes,Heels,Maroon,Winter,2012.0,Casual,Rocia Women Maroon Sandals,images/54116.jpg
30453,Men,Apparel,Bottomwear,Jeans,White,Summer,2012.0,Casual,Deni Yo Men White Jeans,images/30453.jpg
2286,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2010.0,Sports,Nike Men Black Sweatshirt,images/2286.jpg
23878,Women,Footwear,Shoes,Casual Shoes,Green,Summer,2012.0,Casual,Fila Women Sleeker Green Check Casual Shoes,images/23878.jpg
48549,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Wrangler Women Black Belt,images/48549.jpg
26536,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,ID Men White Shoes,images/26536.jpg
39388,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Peter England Men Black Jeans,images/39388.jpg
35545,Girls,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Enroute Teens Brown Sandals,images/35545.jpg
47165,Men,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Peter England Men Black Belt,images/47165.jpg
26152,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,John Miller Men Striped Grey Trousers,images/26152.jpg
27080,Women,Footwear,Shoes,Heels,Silver,Winter,2015.0,Casual,Catwalk Women Silver Flats,images/27080.jpg
46285,Women,Apparel,Dress,Dresses,Multi,Summer,2012.0,Casual,109F Women Multi Coloured Dress,images/46285.jpg
12155,Women,Apparel,Bottomwear,Leggings,Beige,Fall,2011.0,Ethnic,Aurelia Women Solid Beige Leggings,images/12155.jpg
42625,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Casual,Estelle Women Earrings,images/42625.jpg
30205,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Nike Women Track Tote Pink Handbag,images/30205.jpg
40172,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Men UV protected Sporty Wrap Sunglasses,images/40172.jpg
33480,Women,Accessories,Belts,Belts,Purple,Spring,2012.0,Casual,Baggit Women Purple Belt,images/33480.jpg
21979,Women,Accessories,Bags,Clutches,Black,Winter,2015.0,Casual,Murcia Women Casual Black Clutch,images/21979.jpg
15370,Women,Apparel,Topwear,Sweatshirts,Pink,Fall,2011.0,Casual,Urban Yoga Women Solid Pink Sweatshirts,images/15370.jpg
38434,Women,Accessories,Bags,Handbags,Blue,Summer,2012.0,Casual,Baggit Women Blue Handbag,images/38434.jpg
53905,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Kiara Women Beige Handbag,images/53905.jpg
1609,Women,Apparel,Topwear,Sweatshirts,Pink,Fall,2010.0,Sports,Reebok Women Boat-Neck Wildberry Sweatshirt,images/1609.jpg
21519,Women,Accessories,Bags,Handbags,White,Winter,2015.0,Casual,Kiara Women Glossy White Handbag,images/21519.jpg
53139,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Blue & White Sandals,images/53139.jpg
3962,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,Jealous 21 Women Black Shimmery Falling Neck Top,images/3962.jpg
18033,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Lino Perros Women Solid Brown Handbag,images/18033.jpg
18201,Men,Apparel,Topwear,Jackets,Olive,Fall,2011.0,Casual,Nike Men Casual Olive Jacket,images/18201.jpg
35925,Women,Accessories,Bags,Clutches,Yellow,Summer,2012.0,Casual,Peperone Women Yellow Clutch,images/35925.jpg
8784,Unisex,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Fastrack Unisex Brown Sunglasses,images/8784.jpg
56679,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Portia Women Brown Sandals,images/56679.jpg
26956,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Jealous 21 Women Black Top,images/26956.jpg
29122,Unisex,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Puma Unisex Cat Logo Black Cap,images/29122.jpg
48115,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Fossil Women Black Midnight  Belt,images/48115.jpg
47961,Women,Accessories,Bags,Clutches,Grey,Summer,2012.0,Casual,French Connection Women Grey Clutch,images/47961.jpg
6874,Women,Apparel,Dress,Dresses,Pink,Summer,2011.0,Casual,Forever New Women Pink Sleeveless Dress,images/6874.jpg
35589,Men,Footwear,Sandal,Sandals,Olive,Fall,2012.0,Casual,Gliders Men Yellow Sandals,images/35589.jpg
31915,Women,Accessories,Bags,Clutches,Green,Summer,2012.0,Casual,Fabindia Women Green Silk Clutch,images/31915.jpg
19743,Women,Accessories,Headwear,Caps,Blue,Fall,2011.0,Casual,United colors of benetton Women Blue Cap,images/19743.jpg
31129,Girls,Apparel,Dress,Dresses,Magenta,Summer,2012.0,Casual,Giny and Jony Girls Printed White & Pink Dress,images/31129.jpg
43509,Women,Apparel,Dress,Dresses,Grey Melange,Summer,2012.0,Casual,French Connection Women Grey Melange Dress,images/43509.jpg
58141,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Rreverie Silver Earrings,images/58141.jpg
57935,Men,Footwear,Sandal,Sandals,Black,Spring,2012.0,Casual,Clarks Men Black Leather Closed Sandals,images/57935.jpg
41850,Men,Accessories,Socks,Socks,Black,Winter,2015.0,Casual,Genesis Men Pack of 3 Socks,images/41850.jpg
21189,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2012.0,Casual,Quiksilver Unisex Blue Backpack,images/21189.jpg
8126,Men,Accessories,Belts,Belts,Brown,Winter,2016.0,Casual,Fastrack Men Non Leather Brown Belts,images/8126.jpg
6880,Women,Apparel,Topwear,Jackets,Black,Summer,2011.0,Casual,Forever New Women Long Black Jacket,images/6880.jpg
39512,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012.0,Casual,Peter England Unisex Black Backpack,images/39512.jpg
52823,Women,Accessories,Jewellery,Earrings,Green,Summer,2012.0,Casual,Adrika Green Earrings,images/52823.jpg
25971,Women,Apparel,Dress,Dresses,Black,Summer,2012.0,Casual,Femella Women Black Dress,images/25971.jpg
29780,Men,Apparel,Bottomwear,Trousers,Black,Summer,2013.0,Casual,Basics Men Black Trousers,images/29780.jpg
3996,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Casual,Spalding Men Black Flip Flops,images/3996.jpg
9490,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011.0,Casual,Puma Unisex Deck Black Backpacks,images/9490.jpg
49665,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,United Colors of Benetton Men Sunglass,images/49665.jpg
8542,Women,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,Crocs Women Abf Single Flip Slippers,images/8542.jpg
16961,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Image Men Sunglasses,images/16961.jpg
28460,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2012.0,Sports,Urban Yoga Women Pink Shorts,images/28460.jpg
23088,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,Arrow Sport Men Dk.Grey Brown Trousers,images/23088.jpg
43951,Women,Footwear,Shoes,Heels,Bronze,Winter,2012.0,Casual,Catwalk Women Bronze Heels,images/43951.jpg
34803,Men,Accessories,Belts,Belts,Green,Summer,2012.0,Casual,Flying Machine Men Woven Green Belt,images/34803.jpg
19327,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,Myntra Men Solid Blue Sweatshirt,images/19327.jpg
39720,Women,Apparel,Dress,Jumpsuit,Olive,Summer,2012.0,Casual,Arrow Woman Olive Jumpsuit,images/39720.jpg
14438,Women,Footwear,Shoes,Heels,Yellow,Summer,2012.0,Casual,Enroute Women Casual Yellow Heels,images/14438.jpg
42622,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016.0,Casual,Estelle Women Earrings,images/42622.jpg
30202,Unisex,Accessories,Bags,Backpacks,Navy Blue,Summer,2012.0,Casual,Nike Unisex Classic Turf Navy Blue Backpack,images/30202.jpg
40175,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Fastrack Men Revo Coated Sporty Wrap Sunglasses,images/40175.jpg
